"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Missouri"	"29"	"2010"	"2010"	"25-34 years"	"25-34"	83	597877	13.9	1.5
	"Missouri"	"29"	"2010"	"2010"	"35-44 years"	"35-44"	82	567786	14.4	1.6
	"Missouri"	"29"	"2010"	"2010"	"45-54 years"	"45-54"	100	662937	15.1	1.5
	"Missouri"	"29"	"2010"	"2010"	"55-64 years"	"55-64"	60	523642	11.5	1.5
	"Missouri"	"29"	"2010"	"2010"	"65-74 years"	"65-74"	37	305172	12.1	2.0
	"Missouri"	"29"	"2010"	"2010"	"75-84 years"	"75-84"	36	189889	19.0	3.2
	"Missouri"	"29"	"2010"	"2010"	"85+ years"	"85+"	25	80165	31.2	6.2
	"Missouri"	"29"	"2011"	"2011"	"5-14 years"	"5-14"	18	587052	Unreliable	0.7
	"Missouri"	"29"	"2011"	"2011"	"15-24 years"	"15-24"	119	618067	19.3	1.8
	"Missouri"	"29"	"2011"	"2011"	"25-34 years"	"25-34"	90	608851	14.8	1.6
	"Missouri"	"29"	"2011"	"2011"	"35-44 years"	"35-44"	59	558185	10.6	1.4
	"Missouri"	"29"	"2011"	"2011"	"45-54 years"	"45-54"	92	654108	14.1	1.5
	"Missouri"	"29"	"2011"	"2011"	"55-64 years"	"55-64"	68	547860	12.4	1.5
	"Missouri"	"29"	"2011"	"2011"	"65-74 years"	"65-74"	40	313935	12.7	2.0
	"Missouri"	"29"	"2011"	"2011"	"75-84 years"	"75-84"	41	190481	21.5	3.4
	"Missouri"	"29"	"2012"	"2012"	"15-24 years"	"15-24"	128	616032	20.8	1.8
	"Missouri"	"29"	"2012"	"2012"	"25-34 years"	"25-34"	103	612710	16.8	1.7
	"Missouri"	"29"	"2012"	"2012"	"35-44 years"	"35-44"	81	555657	14.6	1.6
	"Missouri"	"29"	"2012"	"2012"	"45-54 years"	"45-54"	93	641443	14.5	1.5
	"Missouri"	"29"	"2012"	"2012"	"55-64 years"	"55-64"	69	556799	12.4	1.5
	"Missouri"	"29"	"2012"	"2012"	"65-74 years"	"65-74"	37	334360	11.1	1.8
	"Missouri"	"29"	"2012"	"2012"	"75-84 years"	"75-84"	29	190293	15.2	2.8
	"Missouri"	"29"	"2013"	"2013"	"5-14 years"	"5-14"	11	586439	Unreliable	0.6
	"Missouri"	"29"	"2013"	"2013"	"15-24 years"	"15-24"	91	616731	14.8	1.5
	"Missouri"	"29"	"2013"	"2013"	"25-34 years"	"25-34"	84	617618	13.6	1.5
	"Missouri"	"29"	"2013"	"2013"	"35-44 years"	"35-44"	60	556597	10.8	1.4
	"Missouri"	"29"	"2013"	"2013"	"45-54 years"	"45-54"	64	627428	10.2	1.3
	"Missouri"	"29"	"2013"	"2013"	"55-64 years"	"55-64"	59	570187	10.3	1.3
	"Missouri"	"29"	"2013"	"2013"	"65-74 years"	"65-74"	41	350041	11.7	1.8
	"Missouri"	"29"	"2013"	"2013"	"75-84 years"	"75-84"	26	191312	13.6	2.7
	"Missouri"	"29"	"2013"	"2013"	"85+ years"	"85+"	19	87938	Unreliable	5.0
	"Missouri"	"29"	"2014"	"2014"	"5-14 years"	"5-14"	13	585355	Unreliable	0.6
	"Missouri"	"29"	"2014"	"2014"	"15-24 years"	"15-24"	101	616351	16.4	1.6
	"Missouri"	"29"	"2014"	"2014"	"25-34 years"	"25-34"	83	622335	13.3	1.5
	"Missouri"	"29"	"2014"	"2014"	"35-44 years"	"35-44"	54	558186	9.7	1.3
	"Missouri"	"29"	"2014"	"2014"	"45-54 years"	"45-54"	72	615517	11.7	1.4
	"Missouri"	"29"	"2014"	"2014"	"55-64 years"	"55-64"	64	581621	11.0	1.4
	"Missouri"	"29"	"2014"	"2014"	"65-74 years"	"65-74"	46	365494	12.6	1.9
	"Missouri"	"29"	"2014"	"2014"	"75-84 years"	"75-84"	33	193645	17.0	3.0
	"Missouri"	"29"	"2014"	"2014"	"85+ years"	"85+"	18	89844	Unreliable	4.7
	"Missouri"	"29"	"2015"	"2015"	"5-14 years"	"5-14"	10	583616	Unreliable	0.5
	"Missouri"	"29"	"2015"	"2015"	"15-24 years"	"15-24"	124	614463	20.2	1.8
	"Missouri"	"29"	"2015"	"2015"	"25-34 years"	"25-34"	110	626820	17.5	1.7
	"Missouri"	"29"	"2015"	"2015"	"35-44 years"	"35-44"	64	560377	11.4	1.4
	"Missouri"	"29"	"2015"	"2015"	"45-54 years"	"45-54"	97	605204	16.0	1.6
	"Missouri"	"29"	"2015"	"2015"	"55-64 years"	"55-64"	79	594061	13.3	1.5
	"Missouri"	"29"	"2015"	"2015"	"65-74 years"	"65-74"	56	380423	14.7	2.0
	"Missouri"	"29"	"2015"	"2015"	"75-84 years"	"75-84"	40	195881	20.4	3.2
	"Missouri"	"29"	"2015"	"2015"	"85+ years"	"85+"	23	91411	25.2	5.2
	"Missouri"	"29"	"2016"	"2016"	"5-14 years"	"5-14"	15	580932	Unreliable	0.7
	"Missouri"	"29"	"2016"	"2016"	"15-24 years"	"15-24"	128	608478	21.0	1.9
	"Missouri"	"29"	"2016"	"2016"	"25-34 years"	"25-34"	110	631695	17.4	1.7
	"Missouri"	"29"	"2016"	"2016"	"35-44 years"	"35-44"	105	560167	18.7	1.8
	"Missouri"	"29"	"2016"	"2016"	"45-54 years"	"45-54"	76	594707	12.8	1.5
	"Missouri"	"29"	"2016"	"2016"	"55-64 years"	"55-64"	89	602607	14.8	1.6
	"Missouri"	"29"	"2016"	"2016"	"65-74 years"	"65-74"	53	394760	13.4	1.8
	"Missouri"	"29"	"2016"	"2016"	"75-84 years"	"75-84"	39	199297	19.6	3.1
	"Missouri"	"29"	"2016"	"2016"	"85+ years"	"85+"	22	92738	23.7	5.1
	"Montana"	"30"	"2009"	"2009"	"15-24 years"	"15-24"	20	52078	38.4	8.6
	"Montana"	"30"	"2009"	"2009"	"35-44 years"	"35-44"	11	40909	Unreliable	8.1
	"Montana"	"30"	"2010"	"2010"	"15-24 years"	"15-24"	10	51573	Unreliable	6.1
	"Montana"	"30"	"2010"	"2010"	"25-34 years"	"25-34"	11	48890	Unreliable	6.8
	"Montana"	"30"	"2010"	"2010"	"45-54 years"	"45-54"	11	50969	Unreliable	6.5
	"Montana"	"30"	"2011"	"2011"	"15-24 years"	"15-24"	14	52409	Unreliable	7.1
	"Montana"	"30"	"2011"	"2011"	"25-34 years"	"25-34"	15	49689	Unreliable	7.8
	"Montana"	"30"	"2011"	"2011"	"55-64 years"	"55-64"	11	46775	Unreliable	7.1
	"Montana"	"30"	"2012"	"2012"	"25-34 years"	"25-34"	14	50173	Unreliable	7.5
	"Montana"	"30"	"2013"	"2013"	"15-24 years"	"15-24"	12	52720	Unreliable	6.6
	"Montana"	"30"	"2013"	"2013"	"25-34 years"	"25-34"	14	50570	Unreliable	7.4
	"Montana"	"30"	"2013"	"2013"	"45-54 years"	"45-54"	11	46269	Unreliable	7.2
	"Montana"	"30"	"2014"	"2014"	"15-24 years"	"15-24"	13	52899	Unreliable	6.8
	"Montana"	"30"	"2014"	"2014"	"45-54 years"	"45-54"	11	45081	Unreliable	7.4
	"Montana"	"30"	"2015"	"2015"	"15-24 years"	"15-24"	13	52069	Unreliable	6.9
	"Montana"	"30"	"2016"	"2016"	"25-34 years"	"25-34"	17	52398	Unreliable	7.9
	"Montana"	"30"	"2016"	"2016"	"55-64 years"	"55-64"	14	49512	Unreliable	7.6
	"Nebraska"	"31"	"2009"	"2009"	"15-24 years"	"15-24"	24	172110	13.9	2.8
	"Nebraska"	"31"	"2009"	"2009"	"25-34 years"	"25-34"	27	168244	16.0	3.1
	"Nebraska"	"31"	"2009"	"2009"	"35-44 years"	"35-44"	13	147825	Unreliable	2.4
	"Nebraska"	"31"	"2009"	"2009"	"45-54 years"	"45-54"	17	158998	Unreliable	2.6
	"Nebraska"	"31"	"2009"	"2009"	"75-84 years"	"75-84"	10	41609	Unreliable	7.6
	"Nebraska"	"31"	"2010"	"2010"	"15-24 years"	"15-24"	26	171684	15.1	3.0
	"Nebraska"	"31"	"2010"	"2010"	"25-34 years"	"25-34"	23	171658	13.4	2.8
	"Nebraska"	"31"	"2010"	"2010"	"45-54 years"	"45-54"	18	159076	Unreliable	2.7
	"Nebraska"	"31"	"2011"	"2011"	"15-24 years"	"15-24"	17	172562	Unreliable	2.4
	"Nebraska"	"31"	"2011"	"2011"	"25-34 years"	"25-34"	16	174978	Unreliable	2.3
	"Nebraska"	"31"	"2011"	"2011"	"35-44 years"	"35-44"	13	147892	Unreliable	2.4
	"Nebraska"	"31"	"2011"	"2011"	"45-54 years"	"45-54"	15	158003	Unreliable	2.5
	"Nebraska"	"31"	"2011"	"2011"	"55-64 years"	"55-64"	16	133344	Unreliable	3.0
	"Nebraska"	"31"	"2012"	"2012"	"15-24 years"	"15-24"	20	172871	11.6	2.6
	"Nebraska"	"31"	"2012"	"2012"	"25-34 years"	"25-34"	20	177086	11.3	2.5
	"Nebraska"	"31"	"2012"	"2012"	"45-54 years"	"45-54"	15	156483	Unreliable	2.5
	"Nebraska"	"31"	"2012"	"2012"	"55-64 years"	"55-64"	11	135724	Unreliable	2.4
	"Nebraska"	"31"	"2012"	"2012"	"75-84 years"	"75-84"	12	42402	Unreliable	8.2
	"Nebraska"	"31"	"2013"	"2013"	"15-24 years"	"15-24"	22	174253	12.6	2.7
	"Nebraska"	"31"	"2013"	"2013"	"25-34 years"	"25-34"	19	178541	Unreliable	2.4
	"Nebraska"	"31"	"2013"	"2013"	"35-44 years"	"35-44"	11	151742	Unreliable	2.2
	"Nebraska"	"31"	"2013"	"2013"	"45-54 years"	"45-54"	10	154886	Unreliable	2.0
	"Nebraska"	"31"	"2014"	"2014"	"15-24 years"	"15-24"	32	177321	18.0	3.2
	"Nebraska"	"31"	"2014"	"2014"	"25-34 years"	"25-34"	19	178884	Unreliable	2.4
	"Nebraska"	"31"	"2014"	"2014"	"35-44 years"	"35-44"	26	153568	16.9	3.3
	"Nebraska"	"31"	"2014"	"2014"	"45-54 years"	"45-54"	17	153863	Unreliable	2.7
	"Nebraska"	"31"	"2014"	"2014"	"55-64 years"	"55-64"	13	141195	Unreliable	2.6
	"Nebraska"	"31"	"2014"	"2014"	"65-74 years"	"65-74"	10	83468	Unreliable	3.8
	"Nebraska"	"31"	"2015"	"2015"	"15-24 years"	"15-24"	31	179860	17.2	3.1
	"Nebraska"	"31"	"2015"	"2015"	"25-34 years"	"25-34"	33	178507	18.5	3.2
	"Nebraska"	"31"	"2015"	"2015"	"35-44 years"	"35-44"	17	156574	Unreliable	2.6
	"Nebraska"	"31"	"2015"	"2015"	"45-54 years"	"45-54"	19	152559	Unreliable	2.9
	"Nebraska"	"31"	"2015"	"2015"	"55-64 years"	"55-64"	15	144284	Unreliable	2.7
	"Nebraska"	"31"	"2015"	"2015"	"65-74 years"	"65-74"	13	88588	Unreliable	4.1
	"Nebraska"	"31"	"2016"	"2016"	"15-24 years"	"15-24"	20	181075	11.0	2.5
	"Nebraska"	"31"	"2016"	"2016"	"25-34 years"	"25-34"	27	178794	15.1	2.9
	"Nebraska"	"31"	"2016"	"2016"	"35-44 years"	"35-44"	13	158391	Unreliable	2.3
	"Nebraska"	"31"	"2016"	"2016"	"55-64 years"	"55-64"	12	146399	Unreliable	2.4
	"Nevada"	"32"	"2009"	"2009"	"15-24 years"	"15-24"	43	325983	13.2	2.0
	"Nevada"	"32"	"2009"	"2009"	"25-34 years"	"25-34"	29	359448	8.1	1.5
	"Nevada"	"32"	"2009"	"2009"	"35-44 years"	"35-44"	32	353564	9.1	1.6
	"Nevada"	"32"	"2009"	"2009"	"45-54 years"	"45-54"	39	333108	11.7	1.9
	"Nevada"	"32"	"2009"	"2009"	"55-64 years"	"55-64"	26	269957	9.6	1.9
	"Nevada"	"32"	"2009"	"2009"	"65-74 years"	"65-74"	20	165231	12.1	2.7
	"Nevada"	"32"	"2009"	"2009"	"75-84 years"	"75-84"	12	82183	Unreliable	4.2
	"Nevada"	"32"	"2010"	"2010"	"15-24 years"	"15-24"	45	328198	13.7	2.0
	"Nevada"	"32"	"2010"	"2010"	"25-34 years"	"25-34"	30	357920	8.4	1.5
	"Nevada"	"32"	"2010"	"2010"	"35-44 years"	"35-44"	39	351230	11.1	1.8
	"Nevada"	"32"	"2010"	"2010"	"45-54 years"	"45-54"	35	335361	10.4	1.8
	"Nevada"	"32"	"2010"	"2010"	"55-64 years"	"55-64"	29	277050	10.5	1.9
	"Nevada"	"32"	"2010"	"2010"	"65-74 years"	"65-74"	19	170702	Unreliable	2.6
	"Nevada"	"32"	"2010"	"2010"	"75-84 years"	"75-84"	17	83924	Unreliable	4.9
	"Nevada"	"32"	"2011"	"2011"	"15-24 years"	"15-24"	36	329158	10.9	1.8
	"Nevada"	"32"	"2011"	"2011"	"25-34 years"	"25-34"	41	359640	11.4	1.8
	"Nevada"	"32"	"2011"	"2011"	"35-44 years"	"35-44"	31	347650	8.9	1.6
	"Nevada"	"32"	"2011"	"2011"	"45-54 years"	"45-54"	40	335309	11.9	1.9
	"Nevada"	"32"	"2011"	"2011"	"55-64 years"	"55-64"	25	287099	8.7	1.7
	"Nevada"	"32"	"2011"	"2011"	"65-74 years"	"65-74"	22	178867	12.3	2.6
	"Nevada"	"32"	"2011"	"2011"	"75-84 years"	"75-84"	15	86487	Unreliable	4.5
	"Nevada"	"32"	"2011"	"2011"	"85+ years"	"85+"	10	29118	Unreliable	10.9
	"Nevada"	"32"	"2012"	"2012"	"15-24 years"	"15-24"	50	333889	15.0	2.1
	"Nevada"	"32"	"2012"	"2012"	"25-34 years"	"25-34"	33	361805	9.1	1.6
	"Nevada"	"32"	"2012"	"2012"	"35-44 years"	"35-44"	25	349241	7.2	1.4
	"Nevada"	"32"	"2012"	"2012"	"45-54 years"	"45-54"	31	337538	9.2	1.6
	"Nevada"	"32"	"2012"	"2012"	"55-64 years"	"55-64"	46	292023	15.8	2.3
	"Nevada"	"32"	"2012"	"2012"	"65-74 years"	"65-74"	34	193455	17.6	3.0
	"Nevada"	"32"	"2012"	"2012"	"75-84 years"	"75-84"	18	89802	Unreliable	4.7
	"Nevada"	"32"	"2013"	"2013"	"15-24 years"	"15-24"	51	333703	15.3	2.1
	"Nevada"	"32"	"2013"	"2013"	"25-34 years"	"25-34"	47	365961	12.8	1.9
	"Nevada"	"32"	"2013"	"2013"	"35-44 years"	"35-44"	30	349387	8.6	1.6
	"Nevada"	"32"	"2013"	"2013"	"45-54 years"	"45-54"	38	340886	11.1	1.8
	"Nevada"	"32"	"2013"	"2013"	"55-64 years"	"55-64"	33	297423	11.1	1.9
	"Nevada"	"32"	"2013"	"2013"	"65-74 years"	"65-74"	17	206253	Unreliable	2.0
	"Nevada"	"32"	"2013"	"2013"	"75-84 years"	"75-84"	27	93641	28.8	5.5
	"Nevada"	"32"	"2014"	"2014"	"15-24 years"	"15-24"	52	334072	15.6	2.2
	"Nevada"	"32"	"2014"	"2014"	"25-34 years"	"25-34"	47	375309	12.5	1.8
	"Nevada"	"32"	"2014"	"2014"	"35-44 years"	"35-44"	35	352951	9.9	1.7
	"Nevada"	"32"	"2014"	"2014"	"45-54 years"	"45-54"	42	346783	12.1	1.9
	"Nevada"	"32"	"2014"	"2014"	"55-64 years"	"55-64"	40	305349	13.1	2.1
	"Nevada"	"32"	"2014"	"2014"	"65-74 years"	"65-74"	22	219358	10.0	2.1
	"Nevada"	"32"	"2014"	"2014"	"75-84 years"	"75-84"	15	98412	Unreliable	3.9
	"Nevada"	"32"	"2015"	"2015"	"5-14 years"	"5-14"	12	346186	Unreliable	1.0
	"Nevada"	"32"	"2015"	"2015"	"15-24 years"	"15-24"	57	333735	17.1	2.3
	"Nevada"	"32"	"2015"	"2015"	"25-34 years"	"25-34"	56	386133	14.5	1.9
	"Nevada"	"32"	"2015"	"2015"	"35-44 years"	"35-44"	46	356101	12.9	1.9
	"Nevada"	"32"	"2015"	"2015"	"45-54 years"	"45-54"	51	353454	14.4	2.0
	"Nevada"	"32"	"2015"	"2015"	"55-64 years"	"55-64"	39	313456	12.4	2.0
	"Nevada"	"32"	"2015"	"2015"	"65-74 years"	"65-74"	29	231241	12.5	2.3
	"Nevada"	"32"	"2015"	"2015"	"75-84 years"	"75-84"	24	103152	23.3	4.7
	"Nevada"	"32"	"2016"	"2016"	"15-24 years"	"15-24"	53	332961	15.9	2.2
	"Nevada"	"32"	"2016"	"2016"	"25-34 years"	"25-34"	55	395427	13.9	1.9
	"Nevada"	"32"	"2016"	"2016"	"35-44 years"	"35-44"	38	358178	10.6	1.7
	"Nevada"	"32"	"2016"	"2016"	"45-54 years"	"45-54"	50	358035	14.0	2.0
	"Nevada"	"32"	"2016"	"2016"	"55-64 years"	"55-64"	46	321361	14.3	2.1
	"Nevada"	"32"	"2016"	"2016"	"65-74 years"	"65-74"	45	241735	18.6	2.8
	"Nevada"	"32"	"2016"	"2016"	"75-84 years"	"75-84"	19	108178	Unreliable	4.0
	"New Hampshire"	"33"	"2009"	"2009"	"15-24 years"	"15-24"	16	110476	Unreliable	3.6
	"New Hampshire"	"33"	"2009"	"2009"	"45-54 years"	"45-54"	14	142488	Unreliable	2.6
	"New Hampshire"	"33"	"2010"	"2010"	"15-24 years"	"15-24"	20	110078	18.2	4.1
	"New Hampshire"	"33"	"2010"	"2010"	"35-44 years"	"35-44"	10	116676	Unreliable	2.7
	"New Hampshire"	"33"	"2010"	"2010"	"45-54 years"	"45-54"	13	143350	Unreliable	2.5
	"New Hampshire"	"33"	"2011"	"2011"	"15-24 years"	"15-24"	13	110931	Unreliable	3.3
	"New Hampshire"	"33"	"2011"	"2011"	"25-34 years"	"25-34"	14	94924	Unreliable	3.9
	"New Hampshire"	"33"	"2011"	"2011"	"45-54 years"	"45-54"	13	142527	Unreliable	2.5
	"New Hampshire"	"33"	"2012"	"2012"	"15-24 years"	"15-24"	16	111444	Unreliable	3.6
	"New Hampshire"	"33"	"2012"	"2012"	"45-54 years"	"45-54"	11	141334	Unreliable	2.3
	"New Hampshire"	"33"	"2012"	"2012"	"55-64 years"	"55-64"	19	112238	Unreliable	3.9
	"New Hampshire"	"33"	"2013"	"2013"	"15-24 years"	"15-24"	17	112329	Unreliable	3.7
	"New Hampshire"	"33"	"2013"	"2013"	"25-34 years"	"25-34"	10	97936	Unreliable	3.2
	"New Hampshire"	"33"	"2013"	"2013"	"45-54 years"	"45-54"	11	138425	Unreliable	2.4
	"New Hampshire"	"33"	"2013"	"2013"	"55-64 years"	"55-64"	11	115161	Unreliable	2.9
	"New Hampshire"	"33"	"2014"	"2014"	"15-24 years"	"15-24"	11	113416	Unreliable	2.9
	"New Hampshire"	"33"	"2014"	"2014"	"25-34 years"	"25-34"	12	99680	Unreliable	3.5
	"New Hampshire"	"33"	"2014"	"2014"	"45-54 years"	"45-54"	11	135725	Unreliable	2.4
	"New Hampshire"	"33"	"2014"	"2014"	"55-64 years"	"55-64"	14	118594	Unreliable	3.2
	"New Hampshire"	"33"	"2015"	"2015"	"25-34 years"	"25-34"	12	101368	Unreliable	3.4
	"New Hampshire"	"33"	"2015"	"2015"	"45-54 years"	"45-54"	15	133408	Unreliable	2.9
	"New Hampshire"	"33"	"2016"	"2016"	"15-24 years"	"15-24"	18	112187	Unreliable	3.8
	"New Hampshire"	"33"	"2016"	"2016"	"25-34 years"	"25-34"	10	104483	Unreliable	3.0
	"New Hampshire"	"33"	"2016"	"2016"	"35-44 years"	"35-44"	12	99106	Unreliable	3.5
	"New Hampshire"	"33"	"2016"	"2016"	"45-54 years"	"45-54"	11	130384	Unreliable	2.5
	"New Hampshire"	"33"	"2016"	"2016"	"55-64 years"	"55-64"	12	125360	Unreliable	2.8
	"New Jersey"	"34"	"2009"	"2009"	"5-14 years"	"5-14"	13	1153979	Unreliable	0.3
	"New Jersey"	"34"	"2009"	"2009"	"15-24 years"	"15-24"	110	1134905	9.7	0.9
	"New Jersey"	"34"	"2009"	"2009"	"25-34 years"	"25-34"	94	1103609	8.5	0.9
	"New Jersey"	"34"	"2009"	"2009"	"35-44 years"	"35-44"	96	1260652	7.6	0.8
	"New Jersey"	"34"	"2009"	"2009"	"45-54 years"	"45-54"	82	1370539	6.0	0.7
	"New Jersey"	"34"	"2009"	"2009"	"55-64 years"	"55-64"	67	1017034	6.6	0.8
	"New Jersey"	"34"	"2009"	"2009"	"65-74 years"	"65-74"	56	600820	9.3	1.2
	"New Jersey"	"34"	"2009"	"2009"	"75-84 years"	"75-84"	63	397668	15.8	2.0
	"New Jersey"	"34"	"2009"	"2009"	"85+ years"	"85+"	29	175133	16.6	3.1
	"New Jersey"	"34"	"2010"	"2010"	"15-24 years"	"15-24"	111	1139337	9.7	0.9
	"New Jersey"	"34"	"2010"	"2010"	"25-34 years"	"25-34"	108	1109801	9.7	0.9
	"New Jersey"	"34"	"2010"	"2010"	"35-44 years"	"35-44"	90	1238297	7.3	0.8
	"New Jersey"	"34"	"2010"	"2010"	"45-54 years"	"45-54"	75	1379196	5.4	0.6
	"New Jersey"	"34"	"2010"	"2010"	"55-64 years"	"55-64"	69	1046165	6.6	0.8
	"New Jersey"	"34"	"2010"	"2010"	"65-74 years"	"65-74"	66	611434	10.8	1.3
	"New Jersey"	"34"	"2010"	"2010"	"75-84 years"	"75-84"	65	394948	16.5	2.0
	"New Jersey"	"34"	"2010"	"2010"	"85+ years"	"85+"	27	179611	15.0	2.9
	"New Jersey"	"34"	"2011"	"2011"	"5-14 years"	"5-14"	17	1142949	Unreliable	0.4
	"New Jersey"	"34"	"2011"	"2011"	"15-24 years"	"15-24"	143	1137748	12.6	1.1
	"New Jersey"	"34"	"2011"	"2011"	"25-34 years"	"25-34"	111	1123344	9.9	0.9
	"New Jersey"	"34"	"2011"	"2011"	"35-44 years"	"35-44"	93	1211530	7.7	0.8
	"New Jersey"	"34"	"2011"	"2011"	"45-54 years"	"45-54"	102	1373968	7.4	0.7
	"New Jersey"	"34"	"2011"	"2011"	"55-64 years"	"55-64"	91	1087367	8.4	0.9
	"New Jersey"	"34"	"2011"	"2011"	"65-74 years"	"65-74"	55	630736	8.7	1.2
	"New Jersey"	"34"	"2011"	"2011"	"75-84 years"	"75-84"	51	392003	13.0	1.8
	"New Jersey"	"34"	"2011"	"2011"	"85+ years"	"85+"	36	185621	19.4	3.2
	"New Jersey"	"34"	"2012"	"2012"	"5-14 years"	"5-14"	10	1139235	Unreliable	0.3
	"New Jersey"	"34"	"2012"	"2012"	"15-24 years"	"15-24"	129	1144711	11.3	1.0
	"New Jersey"	"34"	"2012"	"2012"	"25-34 years"	"25-34"	111	1134101	9.8	0.9
	"New Jersey"	"34"	"2012"	"2012"	"35-44 years"	"35-44"	67	1198542	5.6	0.7
	"New Jersey"	"34"	"2012"	"2012"	"45-54 years"	"45-54"	105	1366234	7.7	0.8
	"New Jersey"	"34"	"2012"	"2012"	"55-64 years"	"55-64"	79	1103563	7.2	0.8
	"New Jersey"	"34"	"2012"	"2012"	"65-74 years"	"65-74"	69	671150	10.3	1.2
	"New Jersey"	"34"	"2012"	"2012"	"75-84 years"	"75-84"	64	390286	16.4	2.0
	"New Jersey"	"34"	"2012"	"2012"	"85+ years"	"85+"	26	189119	13.7	2.7
	"New Jersey"	"34"	"2013"	"2013"	"15-24 years"	"15-24"	95	1147625	8.3	0.8
	"New Jersey"	"34"	"2013"	"2013"	"25-34 years"	"25-34"	112	1140291	9.8	0.9
	"New Jersey"	"34"	"2013"	"2013"	"35-44 years"	"35-44"	69	1181223	5.8	0.7
	"New Jersey"	"34"	"2013"	"2013"	"45-54 years"	"45-54"	69	1352614	5.1	0.6
	"New Jersey"	"34"	"2013"	"2013"	"55-64 years"	"55-64"	82	1127705	7.3	0.8
	"New Jersey"	"34"	"2013"	"2013"	"65-74 years"	"65-74"	63	701154	9.0	1.1
	"New Jersey"	"34"	"2013"	"2013"	"75-84 years"	"75-84"	55	390046	14.1	1.9
	"New Jersey"	"34"	"2013"	"2013"	"85+ years"	"85+"	31	192268	16.1	2.9
	"New Jersey"	"34"	"2014"	"2014"	"5-14 years"	"5-14"	14	1124773	Unreliable	0.3
	"New Jersey"	"34"	"2014"	"2014"	"15-24 years"	"15-24"	107	1151955	9.3	0.9
	"New Jersey"	"34"	"2014"	"2014"	"25-34 years"	"25-34"	102	1148422	8.9	0.9
	"New Jersey"	"34"	"2014"	"2014"	"35-44 years"	"35-44"	53	1173603	4.5	0.6
	"New Jersey"	"34"	"2014"	"2014"	"45-54 years"	"45-54"	94	1339172	7.0	0.7
	"New Jersey"	"34"	"2014"	"2014"	"55-64 years"	"55-64"	87	1154228	7.5	0.8
	"New Jersey"	"34"	"2014"	"2014"	"65-74 years"	"65-74"	59	727091	8.1	1.1
	"New Jersey"	"34"	"2014"	"2014"	"75-84 years"	"75-84"	51	391452	13.0	1.8
	"New Jersey"	"34"	"2014"	"2014"	"85+ years"	"85+"	30	194960	15.4	2.8
	"New Jersey"	"34"	"2015"	"2015"	"5-14 years"	"5-14"	10	1114083	Unreliable	0.3
	"New Jersey"	"34"	"2015"	"2015"	"15-24 years"	"15-24"	103	1147349	9.0	0.9
	"New Jersey"	"34"	"2015"	"2015"	"25-34 years"	"25-34"	95	1155249	8.2	0.8
	"New Jersey"	"34"	"2015"	"2015"	"35-44 years"	"35-44"	72	1163962	6.2	0.7
	"New Jersey"	"34"	"2015"	"2015"	"45-54 years"	"45-54"	99	1323820	7.5	0.8
	"New Jersey"	"34"	"2015"	"2015"	"55-64 years"	"55-64"	92	1179790	7.8	0.8
	"New Jersey"	"34"	"2015"	"2015"	"65-74 years"	"65-74"	61	753437	8.1	1.0
	"New Jersey"	"34"	"2015"	"2015"	"75-84 years"	"75-84"	54	393179	13.7	1.9
	"New Jersey"	"34"	"2015"	"2015"	"85+ years"	"85+"	30	197010	15.2	2.8
	"New Jersey"	"34"	"2016"	"2016"	"5-14 years"	"5-14"	14	1109867	Unreliable	0.3
	"New Jersey"	"34"	"2016"	"2016"	"15-24 years"	"15-24"	95	1140296	8.3	0.9
	"New Jersey"	"34"	"2016"	"2016"	"25-34 years"	"25-34"	137	1162064	11.8	1.0
	"New Jersey"	"34"	"2016"	"2016"	"35-44 years"	"35-44"	85	1146197	7.4	0.8
	"New Jersey"	"34"	"2016"	"2016"	"45-54 years"	"45-54"	79	1296291	6.1	0.7
	"New Jersey"	"34"	"2016"	"2016"	"55-64 years"	"55-64"	106	1195810	8.9	0.9
	"New Jersey"	"34"	"2016"	"2016"	"65-74 years"	"65-74"	64	776619	8.2	1.0
	"New Jersey"	"34"	"2016"	"2016"	"75-84 years"	"75-84"	47	397267	11.8	1.7
	"New Jersey"	"34"	"2016"	"2016"	"85+ years"	"85+"	35	198726	17.6	3.0
	"New Mexico"	"35"	"2009"	"2009"	"15-24 years"	"15-24"	47	195506	24.0	3.5
	"New Mexico"	"35"	"2009"	"2009"	"25-34 years"	"25-34"	28	181397	15.4	2.9
	"New Mexico"	"35"	"2009"	"2009"	"35-44 years"	"35-44"	28	170772	16.4	3.1
	"New Mexico"	"35"	"2009"	"2009"	"45-54 years"	"45-54"	24	194828	12.3	2.5
	"New Mexico"	"35"	"2009"	"2009"	"55-64 years"	"55-64"	26	164113	15.8	3.1
	"New Mexico"	"35"	"2009"	"2009"	"65-74 years"	"65-74"	16	93743	Unreliable	4.3
	"New Mexico"	"35"	"2009"	"2009"	"75-84 years"	"75-84"	18	52516	Unreliable	8.1
	"New Mexico"	"35"	"2010"	"2010"	"15-24 years"	"15-24"	44	195884	22.5	3.4
	"New Mexico"	"35"	"2010"	"2010"	"25-34 years"	"25-34"	32	184297	17.4	3.1
